0,5.8014e-006,0.00025904,5.463e-006,4.2217e-007,0,0,0,0.0013559,2.1719e-006,0.08944,0.078499,0.00094264,0.025568,0.0030757,1.3386e-005,8.9107e-006,0.10564,0.014325,0.035696,7.1674e-005,0.040573,0.013252
0,0.0005904,0.0010113,0.00041519,7.8898e-005,5.8963e-005,0.073118,0.062425,0.026305,0.00040072,0.0099071,0.009197,0.001074,0.00072738,0.0029318,3.5272e-005,2.029e-005,0.040767,0.02865,0.0050257,0.00017701,0.070924,0.020266
0,0.0001996,0.0010422,0.00018392,2.2182e-005,2.1696e-005,0.068584,0.030309,0.018081,0.00010317,0.037026,0.041478,9.8678e-005,0.00041344,0.00037513,5.5377e-007,5.8252e-007,0.0065533,0,0.002605,3.2579e-006,0.0055508,0.0019173
0,1.0946e-007,6.0043e-006,3.642e-006,6.6278e-006,4.0567e-007,0.016048,0,0.014148,6.5158e-006,0.0010744,0.00066482,0.00053487,0.015128,0.00050624,0.00050014,0.0008953,0.35787,0.43651,0.16583,0.0019135,0.012607,0.0096497
1,0.0012471,0.00073939,0.0048093,0.00012989,8.4663e-005,0.36216,0.19969,0.12313,0.00059837,0.068439,0.019591,0.00020628,0.0014676,0.0003296,1.8775e-005,7.9875e-006,0.086876,0.062954,0.023126,9.2307e-005,0.026053,0.013782
0,0.0078187,0.23696,0.0062224,1.6789e-005,1.6501e-005,0,0,0,6.5158e-005,0.024069,0.02865,0.0003046,0.0012866,0.00086316,3.5357e-005,1.336e-005,0.25483,0.10879,0.063017,0.000139,0.05771,0.017153
0,0.0078187,0.23696,0.0062224,1.6789e-005,1.6501e-005,0,0,0,6.5158e-005,0.024069,0.02865,0.0050789,0.00085862,0.027528,0.00023219,0.00012446,0.16962,0.01447,0.070293,0.0010078,0.092924,0.036789
1,0.00025986,1.0293e-005,0.00038788,4.5464e-005,5.2961e-005,0.0034109,0,0.034749,0.00021176,0.0062735,0.0038993,0.00022177,0.00060901,0.0017464,6.3465e-006,4.5612e-006,0.019532,0.030593,0.0063861,3.1493e-005,0.11041,0.029744
1,0.062224,0.0038805,0.021754,0.0059223,0.006756,0.16758,0.16624,0.34257,0.023542,0.0036847,0.0076958,0.0081726,0.00047262,0.011307,0.00043062,0.00047395,0.052337,0.046574,0.015417,0.0021947,0.040809,0.026722
0,0.0049963,0.0012026,0.0069763,0.00012726,0.00016957,0.30568,0,0.08215,0.00061574,0.14853,0.055569,0.0032262,0.0011142,0.018119,0.00016561,0.00015421,0.14593,0.15236,0.056139,0.000859,0.099669,0.038271
0,8.713e-005,0.0027929,0.00026587,1.6564e-007,0,0.0034109,0,0.0013559,1.086e-006,0,7.6045e-005,0.0088297,0.032253,0.040485,0.00015406,9.6896e-005,0.087978,0.076873,0.022072,0.00075583,0.12588,0.049557
0,0.00010667,0.0012343,0.00030047,2.0116e-006,2.4355e-006,0,0,0,9.7737e-006,0.010087,0.0062149,0.0023294,0.05751,0.0092926,0.00013119,0.00015606,0.070133,0,0.37196,0.00061683,0.1106,0.066231
1,0.00063525,0.00042459,0.0015042,0.000103,0.00012979,0.081773,0.04572,0.050404,0.00050606,0.056517,0.024811,2.0086e-005,0.00085518,5.2809e-005,1.914e-006,4.8612e-007,0.065636,0.11933,0.0224,1.1946e-005,0.10333,0.026655
0,0.11826,0.00022216,0.059622,0.0061722,0.0086575,0.026092,0.014763,0.052422,0.027489,0.0060719,0.0097074,0.0061333,0.00023331,0.011272,4.9445e-005,2.6968e-005,0,0,0.029447,0.00022914,0.029505,0.049855
1,5.67e-005,0.0003594,0.00026951,3.624e-006,0,0,0,0,1.9547e-005,0.0048346,0.0017609,0.00012301,0.0042562,0.00029683,4.0487e-006,2.5938e-006,0.017124,0.016324,0.012207,1.8461e-005,0.010982,0.0064803
1,0.0013325,0.019595,0.0016972,5.3985e-005,4.2399e-005,0,0,0,0.00024869,0.043159,0.030637,2.0086e-005,0.00085518,5.2809e-005,1.914e-006,4.8612e-007,0.065636,0.11933,0.0224,1.1946e-005,0.10333,0.026655
0,0.00012982,0.00036455,0.00017482,4.2887e-006,2.9998e-006,0,0,0,2.3891e-005,0.0016115,0.001919,0.086648,0.00023674,0.0010981,0.0010943,0.0022487,0.16768,0.1408,0.52048,0.0052137,0.004247,0.011716
